DEPTH,CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RDEP,RMIC,RSHAL
2199.3376,13.0617,0.0898,2.2605,112.6265,223.8108,67.1501,0.3894,3.5976,1.4125,0.6797,1.2459
2199.49,13.1083,0.0659,2.2589,111.0143,215.1853,63.3364,0.3715,3.516,1.6,0.9997,1.4046
2199.6424,13.5158,0.0373,2.2144,108.0237,208.3849,59.1064,0.3549,3.715,2.0314,0.9979,1.7633
2199.7948,13.4613,0.0613,2.221,107.2869,207.843,63.3675,0.3593,4.0338,2.6355,0.8639,2.2868
2199.9472,13.422,0.1017,2.2239,106.1216,210.2861,66.7877,0.3978,4.3397,2.9425,1.2796,2.5821
2200.0996,14.0345,0.1127,2.1838,103.8913,212.7261,71.3215,0.4369,4.5719,2.864,1.9059,2.5398
2200.252,14.886,0.1224,2.1327,104.0064,209.4082,73.0038,0.4889,4.6853,2.2,1.2967,2.0149
2200.4044,14.316,0.1151,2.1038,105.4546,207.7854,73.7908,0.5085,4.6005,1.5301,1.1513,1.4667
2200.5568,13.9522,0.0884,2.1168,107.0838,207.9832,74.843,0.4988,4.1229,1.2198,0.8583,1.1872
2200.7092,13.8181,0.0668,2.18,104.8707,206.2543,71.0064,0.4509,3.4472,1.028,0.6005,1.01
2200.8616,13.5007,0.0382,2.1992,106.1576,208.3655,65.4509,0.3909,3.2072,1.0968,0.659,1.0688
2201.014,13.2686,0.0081,2.1725,104.002,216.5464,59.7665,0.3662,3.2196,1.2545,0.7313,1.1912
2201.1664,13.2489,-0.0003,2.147,105.1616,215.2896,57.9014,0.3487,3.368,1.4765,1.3251,1.3837
2201.3188,13.2351,0.0064,2.1572,103.7132,207.4508,59.4104,0.3532,3.7149,1.7279,1.3727,1.6173
2201.4712,13.3798,0.0188,2.181,104.4656,203.3215,65.9417,0.3732,4.0695,1.7032,1.2652,1.6027
2201.6236,13.9021,0.0245,2.2164,106.4714,203.6526,70.7088,0.4029,4.2285,1.932,1.3633,1.8009
2201.776,13.5537,0.0257,2.2427,106.0162,202.7822,72.6404,0.4234,3.6048,1.8905,0.7132,1.8015
2201.9284,13.2444,0.0338,2.2645,106.7249,208.2935,66.9944,0.4072,3.2333,1.9893,4.7933,1.9195
2202.0808,12.8767,0.0153,2.2791,107.6957,203.4372,60.6986,0.3821,3.3115,2.8764,4.6021,2.8344
2202.2332,12.7265,0.0095,2.3198,105.1614,192.5975,56.9462,0.3275,3.6832,3.8213,1.256,3.7492
2202.3856,12.7532,0.0241,2.3679,100.3659,182.931,58.2251,0.3152,3.9859,4.7026,2.7563,4.0972
2202.538,12.8392,0.0231,2.4115,97.5174,175.392,61.4222,0.2988,4.0962,3.6041,105.1372,3.0744
2202.6904,12.7862,0.0237,2.48,92.8385,162.3278,63.6989,0.2601,4.2911,1.6695,35.6381,1.4918
2202.8428,12.7712,0.0576,2.5876,91.0447,148.2138,58.7311,0.1992,3.8686,1.3151,0.9926,1.2087
2202.9952,12.8266,0.0275,2.4831,90.3503,144.6173,54.6931,0.1859,3.4305,1.1732,0.7334,1.0844
2203.1476,12.9128,-0.004,2.2961,90.2092,136.0286,54.7333,0.2616,3.0096,1.0935,1.0742,1.026
2203.3,12.6903,-0.0015,2.2183,92.0239,154.0677,60.98,0.3267,3.0416,1.13,1.0963,1.0661
2203.4524,12.7298,0.0043,2.2072,94.7262,161.105,62.7003,0.3551,3.2026,1.311,1.5009,1.2171
2203.6048,12.751,0.0032,2.2376,95.386,171.0206,67.136,0.3616,3.285,1.3895,0.902,1.3112
2203.7572,12.7489,0.0121,2.2373,98.0684,189.6826,69.6445,0.3796,3.2684,1.3641,1.0287,1.2973
2203.9096,12.7231,0.0276,2.2413,109.3823,204.3791,72.1745,0.3836,3.349,1.3993,1.8214,1.2988
2204.062,12.8564,0.0271,2.2242,109.0869,210.0399,69.215,0.382,3.631,1.3786,0.8256,1.2886
2204.2144,12.9731,0.0209,2.2138,109.3252,211.4934,67.257,0.3925,3.4811,1.2622,0.7103,1.1784
2204.3668,12.7394,0.02,2.1879,109.1396,213.2775,65.8821,0.4116,3.2721,0.9765,0.6708,0.8929
2204.5192,12.7443,0.0092,2.1588,109.262,218.6244,59.0106,0.4119,3.0025,0.8982,0.661,0.8277
2204.6716,12.8167,0.0011,2.1416,109.4601,220.933,55.0368,0.3922,2.8533,0.9078,0.6557,0.7974
2204.824,12.8426,-0.001,2.1431,109.7245,217.0108,52.3629,0.3768,2.7263,0.9883,0.5913,0.8406
2204.9764,12.8724,-0.0018,2.145,109.7342,212.9392,55.0446,0.356,2.6626,1.1545,0.6619,0.9514
2205.1288,12.9734,-0.0063,2.1457,109.6687,209.9059,53.6968,0.3473,2.6922,1.3171,1.0707,1.0708
2205.2812,13.0153,-0.0092,2.158,109.9875,210.6933,58.3695,0.35,2.8682,1.4166,0.9092,1.1475
2205.4336,12.9296,-0.0076,2.1828,109.6162,210.539,63.1578,0.3692,2.981,1.6652,1.8009,1.3296
2205.586,12.834,-0.0028,2.211,109.5339,212.7707,68.5012,0.3783,3.1606,1.7754,1.1289,1.4008
2205.7384,12.8746,0.0007,2.2244,109.2135,211.5311,70.3804,0.3766,3.287,1.7858,2.3238,1.3973
2205.8908,13.1665,0.0054,2.2408,108.9434,211.779,71.0198,0.39,3.5452,1.9607,1.9466,1.536
2206.0432,13.1815,0.0176,2.2613,108.8062,211.1659,75.8089,0.4039,3.801,1.7414,1.2149,1.3669
2206.1956,13.103,0.0246,2.2766,108.4814,212.8493,78.1518,0.4269,3.8265,1.5617,1.4503,1.2215
2206.348,12.8632,0.0129,2.257,106.8108,211.2888,80.9063,0.416,3.7072,1.3973,1.6636,1.0917
2206.5004,12.7867,0.0092,2.2603,108.3776,212.3328,81.1522,0.4043,3.4409,1.3501,0.7257,1.0429
2206.6528,12.9284,0.0073,2.2552,108.1593,212.0111,80.3935,0.384,3.2023,1.2693,0.7768,0.9918
2206.8052,12.9975,-0.0026,2.2378,108.0016,216.1143,73.4583,0.3821,3.0326,1.1889,1.0886,0.9167
2206.9576,13.0786,-0.0061,2.2026,107.7477,214.0803,65.0965,0.3777,3.0112,1.1759,0.8379,0.8974
2207.11,13.1052,-0.0066,2.1947,107.036,212.5236,59.2296,0.3658,3.0086,1.3096,0.5328,0.9888
2207.2624,13.0897,-0.0019,2.1899,106.5551,210.5704,57.9828,0.3688,2.9968,1.3793,0.5978,1.0312
2207.4148,12.8925,-0.0015,2.1864,106.0164,205.9148,58.6714,0.3546,2.9217,1.4092,1.576,1.0398
2207.5672,13.0804,-0.004,2.1734,107.0029,204.0654,58.4691,0.3735,2.8909,1.5589,1.8193,1.1558
2207.7196,12.9893,-0.0041,2.1847,107.5828,203.4185,61.8086,0.3826,3.0052,1.4845,1.2003,1.1195
2207.872,12.9088,0.002,2.2218,106.975,204.8396,65.2153,0.4115,3.0428,1.3534,1.2073,1.026
2208.0244,12.8684,0.001,2.2385,106.5551,205.8235,66.7881,0.3943,3.1463,1.3702,1.0873,1.0419
2208.1768,12.8509,0.0024,2.2295,106.6583,207.5652,64.9579,0.3846,3.2385,1.3525,0.7332,1.0193
2208.3292,12.855,0.0061,2.2005,106.8556,206.8683,59.5837,0.3894,3.4058,1.2862,0.5925,0.9738
2208.4816,12.9337,0.0116,2.1636,106.4937,204.4747,54.5786,0.4021,3.4811,1.2683,0.6356,0.9468
2208.634,13.0305,0.0103,2.1483,106.5912,204.6274,50.0862,0.406,3.346,1.2179,0.6877,0.9214
2208.7864,13.1342,0.0101,2.1485,106.977,204.24,48.709,0.3937,3.0457,1.1821,0.6694,0.8857
2208.9388,12.9743,0.0095,2.1775,106.4457,203.3827,48.24,0.3887,2.8606,1.1311,0.6742,0.8454
2209.0912,12.9181,0.0066,2.1919,105.3363,201.8988,50.6502,0.3836,2.8456,1.1042,0.6177,0.8243
2209.2436,12.9948,0.0005,2.1948,106.7482,199.8627,53.1587,0.3853,2.8114,1.1015,0.616,0.8308
2209.396,13.0825,-0.0005,2.1864,107.628,199.8988,55.095,0.4006,2.7087,1.1037,0.6496,0.8255
2209.5484,13.1052,0.003,2.1878,107.2389,200.4953,53.8392,0.4018,2.6379,1.0665,0.6625,0.7984
2209.7008,13.1115,0.007,2.195,106.6965,200.5974,51.7242,0.3905,2.7453,0.9995,0.642,0.7529
2209.8532,13.1756,0.0093,2.2022,106.2278,200.9099,50.6039,0.3953,2.893,1.0028,0.6162,0.7653
2210.0056,13.2766,0.0079,2.1932,105.0268,201.4942,50.9743,0.395,3.0286,1.0014,0.5691,0.7624
2210.158,13.4096,0.0129,2.1789,105.2162,202.2158,51.817,0.4202,3.0901,0.9989,0.6705,0.7517
2210.3104,13.4186,0.0123,2.1634,105.7825,201.8779,52.1958,0.4142,3.2929,1.0877,0.7195,0.8132
2210.4628,13.4227,0.0105,2.1597,106.3456,204.5721,51.3266,0.4116,3.2417,1.1666,0.8697,0.8682
2210.6152,13.3943,0.0118,2.1609,106.4635,205.7007,51.673,0.3879,3.2893,1.1248,0.8076,0.8376
2210.7676,13.3883,0.0146,2.1624,107.0253,205.2902,53.3253,0.386,3.2528,1.1025,0.9113,0.8245
2210.92,13.5096,0.0077,2.1511,108.3589,205.0594,53.5206,0.4079,3.1215,1.1432,0.6375,0.8457
2211.0724,13.3263,0.0074,2.1472,108.1414,205.0284,52.2634,0.4178,2.9411,1.1586,0.6075,0.8634
2211.2248,13.0908,0.0099,2.1565,108.2627,205.9059,50.5864,0.4105,2.9195,1.1493,1.083,0.8395
2211.3772,13.3472,0.0095,2.1663,108.396,205.7394,54.0342,0.4137,3.0713,1.198,0.8198,0.8815
2211.5296,13.2936,0.0065,2.1824,108.2449,206.1859,55.3811,0.4318,3.0756,1.1839,0.6877,0.8821
2211.682,13.0349,0.0083,2.1811,107.7104,206.0707,56.0968,0.4458,2.8568,1.1009,1.11,0.8354
2211.8344,12.8828,0.0049,2.1771,107.1774,206.5191,54.1157,0.4444,2.7142,1.1251,0.7054,0.8612
2211.9868,12.7878,0.0039,2.1727,106.9402,206.096,53.6238,0.4249,2.6843,1.1734,0.6165,0.8989
2212.1392,12.5904,0.0059,2.1763,107.3859,205.4853,52.4601,0.4505,2.703,1.1892,0.7105,0.9066
2212.2916,12.5628,0.008,2.1688,107.1414,206.1972,51.2737,0.4514,2.7479,1.2468,0.8134,0.9439
2212.444,12.5572,0.0053,2.1579,107.8389,208.1289,50.6643,0.4483,2.7679,1.2737,0.7992,0.9685
2212.5964,12.5716,0.0044,2.1589,108.4069,208.9754,48.7416,0.4334,2.6923,1.2571,0.6942,0.9582
2212.7488,12.6068,0.0012,2.1675,109.0815,208.1555,48.4957,0.4181,2.6089,1.208,0.6553,0.9208
2212.9012,12.4021,-0.0017,2.1771,109.4022,207.259,46.2325,0.4294,2.6122,1.0554,0.6955,0.8088
2213.0536,12.2769,-0.0049,2.1841,109.9175,207.0606,47.0354,0.4053,2.6527,0.9525,0.7592,0.7306
2213.206,12.2308,-0.0077,2.1913,109.3616,206.6457,44.1687,0.3992,2.7468,0.9116,0.7215,0.7107
2213.3584,12.1135,-0.0076,2.2,108.2349,205.3407,44.7695,0.3846,2.7612,0.9566,0.7107,0.7466
2213.5108,12.1073,-0.0045,2.2084,107.188,203.7716,46.3058,0.39,2.8133,1.1916,0.7115,0.9073
2213.6632,12.1083,-0.0033,2.2083,106.6608,202.1528,50.2584,0.3986,2.7598,1.4772,0.7385,1.0891
2213.8156,12.1083,-0.0038,2.2098,104.9852,201.6153,54.4075,0.4047,2.7736,1.6457,2.0512,1.2155
2213.968,12.1055,-0.0031,2.2254,105.2766,201.2467,60.9634,0.4074,2.8755,1.5507,1.693,1.1691
2214.1204,12.1073,-0.0014,2.2559,105.3867,200.6643,66.1245,0.4073,3.0873,1.266,0.8136,0.9574
2214.2728,12.1073,-0.0009,2.2716,104.8179,200.3428,69.9699,0.4062,2.9515,0.9878,0.7601,0.7759
2214.4252,12.1096,-0.0036,2.2482,104.9293,200.8884,65.6709,0.4113,2.8105,1.0689,0.7402,0.8285
2214.5776,12.1073,-0.0057,2.2097,105.0166,202.6141,59.8291,0.4176,2.6109,1.2687,0.6766,0.9646
2214.73,12.1073,-0.0044,2.1789,105.5542,206.7733,52.8465,0.4273,2.6442,1.4148,1.159,1.0645
2214.8824,12.1055,-0.0036,2.1743,106.5399,212.4273,50.932,0.4064,2.7395,1.6594,1.6609,1.2277
2215.0348,12.1063,-0.0042,2.1866,107.2456,207.6222,52.5742,0.4056,2.8607,1.4837,1.534,1.1184
2215.1872,12.1128,-0.0037,2.2201,107.0556,207.7252,59.1365,0.422,3.081,1.268,1.3092,0.9641
2215.3396,12.1181,-0.0024,2.2462,106.8555,207.5873,64.6011,0.4368,3.031,1.2565,0.9335,0.962
2215.492,12.1151,-0.0027,2.2446,106.1222,207.1069,65.9673,0.4262,3.0205,1.206,0.6942,0.9245
2215.6444,12.1181,-0.0029,2.2324,105.5991,209.7179,61.3703,0.414,2.8979,1.1564,0.8797,0.8822
2215.7968,12.1176,-0.0035,2.2191,104.8727,206.5676,57.3225,0.4068,2.9021,1.2873,1.1712,0.9686
2215.9492,12.1166,0.0013,2.2245,104.7522,208.406,57.061,0.4056,2.9548,1.3276,0.988,0.9974
2216.1016,12.1181,0.0023,2.2216,105.2884,207.38,57.4231,0.4025,2.8693,1.2881,1.0175,0.9603
2216.254,12.1147,0.0016,2.2165,106.5399,206.536,57.7267,0.4134,2.8199,1.2678,0.8023,0.9405
2216.4064,12.1166,-0.0004,2.2088,107.1237,206.0012,54.8438,0.4016,2.6665,1.1984,0.6981,0.8949
2216.5588,12.1181,-0.0021,2.2046,107.6508,205.8633,52.0609,0.4101,2.6567,1.049,0.7134,0.7785
2216.7112,12.1156,-0.006,2.1971,107.2653,205.6011,48.2595,0.3957,2.62,1.0284,0.6608,0.7639
2216.8636,12.1166,-0.0076,2.188,107.1369,205.2634,45.9898,0.4038,2.6427,1.0249,0.6257,0.7567
2217.016,12.1166,-0.0093,2.1751,107.004,204.9238,46.8746,0.3881,2.693,0.9935,0.663,0.7336
2217.1684,12.1191,-0.0105,2.1692,107.0124,203.9382,47.9437,0.4124,2.7012,0.9889,0.6816,0.7236
2217.3208,12.1127,-0.0103,2.1651,107.7296,203.4619,49.9328,0.4217,2.6906,1.008,0.6357,0.7252
2217.4732,12.1166,-0.0102,2.1658,108.1922,202.561,50.2642,0.4245,2.6466,1.0193,0.6191,0.7338
2217.6256,12.1191,-0.0121,2.1608,108.1946,202.6627,50.9725,0.4094,2.6198,1.0249,0.6619,0.7294
2217.778,12.1156,-0.0117,2.1592,107.9358,202.5318,51.6307,0.4161,2.6621,1.0295,0.6506,0.7342
2217.9304,12.1147,-0.0095,2.162,107.8039,202.4632,47.5697,0.4024,2.7406,1.021,0.6556,0.732
2218.0828,12.1191,-0.007,2.1695,107.8,202.2079,47.1073,0.3958,2.8293,1.0067,0.6315,0.7198
2218.2352,12.1166,-0.0052,2.1724,107.7353,202.7616,44.6899,0.3795,2.8389,1.0033,0.6199,0.7171
2218.3876,12.117,-0.0037,2.1688,107.932,206.0385,46.889,0.3839,2.8311,1.0031,0.5797,0.7176
2218.54,12.114,-0.0024,2.1655,108.3305,207.4448,45.5919,0.3959,2.7742,1.006,0.6167,0.7051
2218.6924,12.1187,-0.001,2.17,108.4673,208.1268,45.7225,0.3984,2.7806,0.9977,0.6526,0.7141
2218.8448,12.1151,-0.0024,2.175,108.8547,208.53,44.192,0.4016,2.7356,0.9912,0.631,0.6999
2218.9972,12.1181,-0.0031,2.1791,108.4707,208.8569,45.5264,0.4018,2.7232,0.9837,0.6469,0.6957
2219.1496,12.1181,-0.0036,2.1807,108.2686,208.665,46.4286,0.3904,2.6977,0.9756,0.6418,0.6865
2219.302,12.1176,-0.0057,2.1781,108.2019,208.0773,45.9917,0.3956,2.6327,0.9639,0.6487,0.6675
2219.4544,12.1166,-0.0064,2.173,108.2,207.9983,44.1226,0.3776,2.6117,0.9444,0.6449,0.6597
2219.6068,12.114,-0.0033,2.1742,108.2,207.3401,44.6637,0.3765,2.6013,0.8423,0.6491,0.5988
2219.7592,12.1187,-0.002,2.1736,108.0707,206.9482,47.1688,0.365,2.6576,0.8048,0.6582,0.5816
2219.9116,12.1158,-0.0004,2.1801,108.0667,207.4595,50.12,0.3637,2.7122,0.8216,0.6346,0.5978
2220.064,12.1181,-0.0016,2.1783,108.0667,207.6692,49.4314,0.3769,2.7873,0.8895,0.6395,0.6403
2220.2164,12.1176,-0.003,2.1743,108.1339,209.0478,49.4348,0.3775,2.8764,1.0302,0.7908,0.7361
2220.3688,12.113,-0.0064,2.1634,108.2005,210.7482,49.6887,0.3813,2.9056,1.2133,0.9195,0.8593
2220.5212,12.1187,-0.006,2.1577,108.2648,209.0568,52.4354,0.3792,2.973,1.2271,0.9083,0.8794
2220.6736,12.1151,-0.0052,2.1604,108.004,213.0081,54.452,0.3785,2.8965,1.1787,0.7215,0.8574
2220.826,12.1176,-0.0036,2.1615,107.8743,208.0976,54.3002,0.3754,2.8806,1.1195,0.7009,0.8413
2220.9784,12.1202,-0.0025,2.1655,108.7803,203.9715,51.8486,0.3792,2.7764,1.1109,0.681,0.8305
2221.1308,12.1277,-0.001,2.1667,109.1897,203.0347,48.7729,0.3886,2.8025,1.1042,0.6845,0.8369
2221.2832,12.122,-0.0035,2.1682,109.2634,205.9292,47.3492,0.3965,2.7825,1.0979,0.7328,0.8406
2221.4356,12.1277,-0.0034,2.177,108.4228,208.2632,45.9893,0.3756,2.8282,1.095,0.6901,0.8536
2221.588,12.1225,-0.0035,2.1834,108.2706,207.9348,46.6484,0.3765,2.835,1.089,0.6978,0.8454
2221.7404,12.1238,-0.0043,2.1924,108.1358,203.5183,45.1172,0.3626,2.8333,1.0926,0.7023,0.8518
2221.8928,12.1213,-0.0054,2.1966,107.4192,198.9388,46.5755,0.3733,2.8093,1.0924,0.6967,0.8609
2222.0452,12.1202,-0.0047,2.1999,106.107,199.1241,46.3852,0.3565,2.8311,1.0795,0.6991,0.8499
2222.1976,12.1183,-0.006,2.1974,106.2604,199.6506,47.721,0.3711,2.8634,1.0154,0.7036,0.8146
2222.35,12.1277,-0.0054,2.1948,105.297,198.3737,46.6389,0.3573,2.8482,0.9168,0.6892,0.7439
2222.5024,12.1417,-0.0057,2.1922,105.7187,198.7208,48.0928,0.3642,2.839,0.8587,0.627,0.7119
2222.6548,12.15,-0.0052,2.1904,105.411,199.7015,48.2691,0.3671,2.8779,0.8006,0.6449,0.6651
2222.8072,12.159,-0.0048,2.1834,105.3349,198.4404,49.3604,0.3666,2.9336,0.9153,0.6439,0.7563
2222.9596,12.1596,-0.0053,2.1813,105.5265,202.1955,48.785,0.3698,2.9762,1.2172,0.6776,0.9998
2223.112,12.1555,-0.0081,2.1749,105.7264,204.911,48.5026,0.3479,3.0222,1.376,1.0142,1.1316
2223.2644,12.158,-0.0061,2.1849,105.9272,203.5262,48.8568,0.3747,3.1309,1.986,2.6512,1.6136
2223.4168,12.1574,-0.0049,2.2045,105.4844,204.4247,51.9131,0.3754,3.3286,2.457,1.8871,2.044
2223.5692,12.2614,0.0031,2.252,105.4021,206.3918,62.7833,0.4156,3.548,2.3479,2.6699,1.997
2223.7216,12.4894,0.0071,2.2915,106.2956,206.6602,72.9421,0.4231,3.7269,2.2071,2.1026,1.9298
2223.874,12.6064,0.0125,2.3121,107.294,214.1427,80.5169,0.4619,3.8229,2.1629,0.9937,1.9346
2224.0264,12.6649,0.0292,2.3069,108.1011,218.3215,81.0362,0.4538,3.8577,2.3014,1.4366,2.0488
2224.1788,12.7837,0.0382,2.2974,109.4112,225.9303,81.668,0.4919,3.7717,2.355,3.9406,2.0947
2224.3312,12.5851,0.0239,2.3019,111.1264,231.0684,80.0116,0.4697,3.6365,2.2501,6.9806,2.009
2224.4836,12.5989,0.0312,2.3535,113.3054,232.0411,79.5056,0.4962,3.6616,2.1984,1.7133,1.9929
2224.636,12.4596,0.0599,2.4176,112.7739,240.4706,76.1723,0.4427,3.7478,2.0751,0.9233,1.9085
2224.7884,12.4043,0.0458,2.361,108.6676,233.8031,75.6557,0.4606,3.9306,1.9361,1.8397,1.7875
2224.9408,12.4159,0.0302,2.2832,106.9264,236.6677,73.8716,0.4486,3.8618,2.0036,2.2243,1.8617
2225.0932,12.3117,0.0337,2.2478,106.8023,238.2857,77.8557,0.4989,3.869,2.104,2.8355,1.9609
2225.2456,12.3341,0.0419,2.2836,108.1271,243.628,81.8858,0.4812,3.7701,2.1191,2.9067,1.9838
2225.398,12.517,0.0242,2.3229,109.7867,245.4017,84.4435,0.4843,3.7837,2.0675,2.9616,1.9505
2225.5504,12.5479,0.0111,2.3602,112.0188,246.7591,82.9586,0.4519,3.6805,2.0665,1.8088,1.9581
2225.7028,12.4564,0.0,2.3544,112.0222,244.414,81.8885,0.4648,3.6014,2.0061,0.7909,1.8997
2225.8552,12.4457,-0.0041,2.3416,112.3115,243.4285,79.2324,0.4629,3.6654,1.8964,2.4766,1.8147
2226.0076,12.4468,-0.003,2.327,111.3976,231.3185,80.2254,0.4607,3.7385,1.8822,1.5138,1.7934
2226.16,12.4692,0.0045,2.3007,109.5043,229.5492,76.9791,0.4563,3.8166,1.8545,1.6096,1.7527
2226.3124,12.566,0.0109,2.2901,109.1981,231.4072,77.9902,0.4513,3.8135,1.8356,1.2307,1.7266
2226.4648,12.6563,0.0311,2.2819,110.1404,224.0344,77.5476,0.4506,3.8247,1.846,1.0321,1.7461
2226.6172,12.6766,0.0384,2.2938,111.0841,210.6546,81.2226,0.4466,3.8642,1.8011,1.3518,1.6977
2226.7696,12.5245,0.0401,2.2601,112.5781,198.7857,82.3757,0.4562,3.9447,1.815,2.7683,1.7296
2226.922,12.5309,0.0241,2.232,113.7375,199.5542,81.687,0.4748,3.8958,1.8309,1.1213,1.7402
2227.0744,12.5096,0.0338,2.2114,113.6809,198.2774,80.8389,0.4821,3.9895,1.8978,1.5673,1.8061
2227.2268,12.5585,0.0297,2.2129,113.9731,197.3607,83.0031,0.4636,3.9388,1.9842,1.1469,1.8912
2227.3792,12.5574,0.0538,2.2071,114.3108,254.7859,85.5309,0.467,3.9502,1.8892,1.6308,1.7807
2227.5316,12.6191,0.0585,2.2176,114.8318,260.0148,87.9975,0.4684,3.6941,1.4318,2.3556,1.3827
2227.684,12.4638,0.0581,2.2384,115.8044,256.6427,87.9483,0.4708,3.6262,1.3086,2.0946,1.2868
2227.8364,12.2185,0.0437,2.2955,119.0917,254.9172,86.5315,0.4371,3.6743,1.149,1.2566,1.1455
2227.9888,12.1925,0.043,2.3423,118.7557,251.5931,82.5169,0.4197,3.4397,1.0129,0.7882,1.0143
2228.1412,12.0968,0.0122,2.302,116.7331,245.3707,78.5629,0.3989,3.0461,1.0042,0.9705,1.0068
2228.2936,12.0747,0.0002,2.2545,113.8051,243.4539,73.3202,0.4019,2.7924,0.9982,0.8139,1.0081
2228.446,12.0725,-0.0014,2.2125,106.4277,213.433,66.2374,0.3986,2.6839,0.9297,0.7256,0.9498
2228.5984,12.0779,0.0005,2.1967,105.9103,209.5486,59.1244,0.3997,2.7263,0.8785,0.783,0.8996
2228.7508,12.0732,0.0007,2.1887,106.5788,210.5664,58.0423,0.3847,2.7061,0.8885,0.7226,0.9098
2228.9032,12.0755,-0.0018,2.1818,105.5656,213.4656,58.7325,0.3649,2.7922,1.0724,0.7754,1.0803
2229.0556,12.0709,-0.0025,2.1818,107.5402,214.6976,59.0277,0.3778,2.8836,1.3611,1.2165,1.3332
2229.208,12.0771,-0.0044,2.1873,108.7475,212.8586,58.4535,0.3788,3.0761,1.6729,2.3078,1.6349
2229.3604,12.1021,-0.0044,2.2102,108.501,221.386,63.3214,0.3943,3.3499,1.7866,2.7277,1.7793
2229.5128,12.1147,-0.0038,2.241,108.9508,227.4198,69.6172,0.3856,3.4562,1.4354,1.2868,1.4663
2229.6652,12.1213,-0.0008,2.2547,109.1929,223.5534,72.7983,0.3904,3.2735,1.1537,1.597,1.1646
2229.8176,12.0723,0.0006,2.2468,108.959,223.3597,72.1589,0.3793,3.0689,1.3337,0.9094,1.3067
2229.97,12.0752,0.0004,2.2275,108.6197,224.1009,69.1585,0.3762,2.8668,1.7933,0.8176,1.6958
2230.1224,12.0752,-0.0006,2.2274,108.7204,226.6831,62.915,0.3821,2.9155,2.9508,53.0618,2.6904
2230.2748,12.0752,-0.0019,2.2836,108.3733,223.5792,56.1764,0.3381,2.9712,12.28,115.2123,10.3553
2230.4272,12.0763,0.0003,2.3911,108.0636,211.5189,48.6509,0.2506,3.3322,71.0739,156.8107,64.258
2230.5796,12.0752,0.0074,2.5318,103.7978,206.8844,44.3435,0.1575,3.3925,109.4231,131.4453,98.1926
2230.732,12.0766,0.0067,2.6069,101.2092,206.1171,42.7204,0.1139,3.4479,114.3829,110.0932,99.0537
2230.8844,12.0752,0.0031,2.6286,78.635,205.0333,41.1903,0.0974,3.4016,112.1405,42.067,96.0261
2231.0368,12.0763,0.0032,2.6369,56.4061,219.0584,43.2874,0.0901,3.5113,105.2856,67.7552,90.5201
2231.1892,12.0752,-0.0003,2.6237,56.5737,227.3887,41.9045,0.09,3.4362,102.674,71.8306,88.1105
2231.3416,12.0723,-0.0035,2.6042,54.8546,239.9484,41.9098,0.0938,3.4211,105.957,120.3082,90.848
2231.494,12.0755,-0.0047,2.5981,55.2202,240.3333,39.8868,0.0931,3.3221,103.4824,108.7433,87.2037
2231.6464,12.0763,-0.0048,2.6039,56.6232,235.7048,39.4007,0.0871,3.2908,58.6006,96.6037,48.5582
2231.7988,12.0755,-0.0037,2.617,55.8263,197.0872,39.5974,0.0905,3.3625,8.5565,95.7354,6.6819
2231.9512,12.0763,-0.0016,2.6187,56.0041,191.9238,39.6466,0.1,3.5402,2.8129,2.5852,2.3041
2232.1036,12.0715,0.0007,2.6054,56.4729,191.8,39.4444,0.1214,3.614,1.5366,0.7898,1.2915
2232.256,12.0766,0.0019,2.5398,57.1531,200.6302,40.3789,0.1605,3.2628,1.1739,0.6513,1.0214
2232.4084,12.0742,-0.0021,2.4364,61.0225,240.4959,44.0187,0.2217,2.8767,1.0582,0.6776,0.928
2232.5608,12.0757,-0.0036,2.3074,115.9535,241.5394,49.8282,0.2893,2.6143,1.122,0.8509,0.9659
2232.7132,12.0752,-0.0027,2.2322,116.2714,241.8751,55.3917,0.3488,2.6408,1.2634,1.0245,1.0877
2232.8656,12.0763,-0.0009,2.1986,114.5764,239.2425,57.2038,0.3826,2.7482,1.3057,0.7868,1.1246
2233.018,12.0742,-0.0004,2.1988,113.0036,204.2899,55.2364,0.3915,2.7527,1.1934,0.74,1.0295
2233.1704,12.0736,0.0021,2.1926,108.6028,211.025,52.624,0.3846,2.638,1.1084,0.7488,0.9557
2233.3228,12.0752,-0.0019,2.1804,111.3758,219.8548,50.0182,0.3704,2.5473,1.0482,0.6851,0.8972
2233.4752,12.0925,-0.0032,2.176,111.0141,221.7492,48.0507,0.3714,2.6455,1.0197,0.6974,0.8679
2233.6276,12.114,-0.0024,2.1829,111.1776,225.8727,47.854,0.3599,2.7185,1.0187,0.7549,0.8549
2233.78,12.1223,-0.0027,2.1898,110.1089,225.443,49.0336,0.3509,2.8871,1.0127,0.7578,0.8363
2233.9324,12.153,-0.0017,2.197,108.5154,220.3971,49.8632,0.3344,2.9491,1.0003,0.746,0.8108
2234.0848,12.1848,-0.0034,2.195,109.0485,215.0941,51.4448,0.3537,2.9586,1.0023,0.7794,0.8056
2234.2372,12.2023,-0.005,2.1888,106.2222,215.1572,53.5101,0.3646,2.9261,1.0043,0.6937,0.8034
2234.3896,12.2097,-0.0073,2.1807,107.7506,216.4918,54.9327,0.385,2.8902,0.9914,0.6796,0.7859
